Player's Name,Height,Weight,Birthplace City,Birthplace State,College,College City,College State,Plays From,Plays From State,Birth Date,Exempt Status,Combined States,Birthplace City and State,College City and State,Plays From City and State,Headshot Link,,
Conor Purcell,N/A,N/A,Dublin,Ireland,None,None,None,"Dublin, Ireland",Ireland,5/22/1997,N/A,Ireland-None-Ireland,"Dublin, Ireland",N/A,"Dublin, Ireland","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_56512.png",,
Todd Clements,N/A,N/A,Colchester,England,None,None,None,"Colchester, England",England,8/11/1996,N/A,England-None-England,"Colchester, England",N/A,"Colchester, England","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51151.png",,
Kiradech Aphibarnrat,N/A,N/A,Bangkok,Thailand,None,None,None,"Bangkok, Thailand",Thailand,7/23/1989,N/A,Thailand-None-Thailand,"Bangkok, Thailand",N/A,"Bangkok, Thailand","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_30978.png",,
Kazuki Higa,N/A,N/A,Okinawa,Japan,None,None,None,"Okinawa, Japan",Japan,4/23/1995,N/A,Japan-None-Japan,"Okinawa, Japan",N/A,"Okinawa, Japan","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_35778.png",,
Aaron Cockerill,N/A,N/A,Ottawa,Ontario,None,None,None,"Calgary, Canada",N/A,4/17/1992,N/A,Ontario-None-N/A,"Ottawa, Ontario",N/A,"Calgary, Canada","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_35557.png",,
Nick Hardy,N/A,N/A,Northbrook,Illinois,University of Illinois,Urbana-Champaign,Illinois,"Northbrook, IL",Illinois,1/26/1996,N/A,Illinois-Illinois-Illinois,"Northbrook, Illinois","Urbana-Champaign, Illinois","Northbrook, Illinois","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_47988.png",,
Fabrizio Zanotti,N/A,N/A,Asunción,Paraguay,None,None,None,"Asunción, Paraguay",Paraguay,5/21/1983,N/A,Paraguay-None-Paraguay,"Asunción, Paraguay",N/A,"Asunción, Paraguay","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_29939.png",,
Oliver Lindell,N/A,N/A,Helsinki,Finland,None,None,None,"Helsinki, Finland",Finland,10/14/1998,N/A,Finland-None-Finland,"Helsinki, Finland",N/A,"Helsinki, Finland","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_48237.png",,
S.Y. Noh,"6'1""",165,Seoul,South Korea,None,None,None,"Dallas, TX",Texas,5/29/1991,N/A,South Korea-None-Texas,"Seoul, South Korea",N/A,"Dallas, Texas","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_29289.png",,
Caleb Surratt,N/A,N/A,Indian Trail,North Carolina,University of Tennessee,Knoxville,Tennessee,"Indian Trail, NC",North Carolina,4/13/2004,N/A,North Carolina-Tennessee-North Carolina,"Indian Trail, North Carolina","Knoxville, Tennessee","Indian Trail, North Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_64054.png",,
Josh Teater,N/A,N/A,Hazard,Kentucky,Morehead State University,Morehead,Kentucky,"Lexington, KY",Kentucky,4/6/1979,N/A,Kentucky-Kentucky-Kentucky,"Hazard, Kentucky","Morehead, Kentucky","Lexington, Kentucky","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_27330.png",,
Joseph Bramlett,"6'4""",195,Stanford,California,Stanford University,Palo Alto,California,"Las Vegas, NV",Nevada,4/7/1988,N/A,California-California-Nevada,"Stanford, California","Palo Alto, California","Las Vegas, Nevada","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_34255.png",,
Deon Germishuys,N/A,N/A,Pretoria,South Africa,None,None,None,"Pretoria, South Africa",South Africa,5/14/2000,N/A,South Africa-None-South Africa,"Pretoria, South Africa",N/A,"Pretoria, South Africa","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_56266.png",,
Garrick Higgo,N/A,N/A,Stellenbosch,South Africa,"University of Nevada, Las Vegas",Las Vegas,Nevada,"Jupiter, FL",Florida,5/12/1999,N/A,South Africa-Nevada-Florida,"Stellenbosch, South Africa","Las Vegas, Nevada","Jupiter, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_54421.png",,
Alfredo Garcia-Heredia,N/A,N/A,Asturias,Spain,None,None,None,"Asturias, Spain",Spain,8/7/1981,N/A,Spain-None-Spain,"Asturias, Spain",N/A,"Asturias, Spain","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_26503.png",,
Marcel Schneider,N/A,N/A,Nuremberg,Germany,None,None,None,"Nuremberg, Germany",Germany,4/6/1990,N/A,Germany-None-Germany,"Nuremberg, Germany",N/A,"Nuremberg, Germany","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_31242.png",,
Sadom Kaewkanjana,N/A,N/A,Bangkok,Thailand,None,None,None,"Bangkok, Thailand",Thailand,8/5/1998,N/A,Thailand-None-Thailand,"Bangkok, Thailand",N/A,"Bangkok, Thailand","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_48018.png",,
Young-han Song,N/A,N/A,Seoul,South Korea,None,None,None,"Seoul, South Korea",South Korea,7/12/1991,N/A,South Korea-None-South Korea,"Seoul, South Korea",N/A,"Seoul, South Korea","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_36521.png",,
Ren Yonezawa,N/A,N/A,Tokyo,Japan,None,None,None,"Tokyo, Japan",Japan,6/22/1999,N/A,Japan-None-Japan,"Tokyo, Japan",N/A,"Tokyo, Japan","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_56100.png",,
Ben Martin,"5'11""",175,Greenwood,South Carolina,Clemson University,Clemson,South Carolina,"Greenville, SC",South Carolina,8/26/1987,N/A,South Carolina-South Carolina-South Carolina,"Greenwood, South Carolina","Clemson, South Carolina","Greenville, South Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_33413.png",,
Mitchell Meissner,N/A,N/A,Houston,Texas,Rice University,Houston,Texas,"Houston, TX",Texas,6/23/1999,N/A,Texas-Texas-Texas,"Houston, Texas","Houston, Texas","Houston, Texas","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_56376.png",,
Will Gordon,N/A,N/A,Charlotte,North Carolina,Vanderbilt University,Nashville,Tennessee,"Charlotte, NC",North Carolina,11/28/1996,N/A,North Carolina-Tennessee-North Carolina,"Charlotte, North Carolina","Nashville, Tennessee","Charlotte, North Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_56762.png",,
Chesson Hadley,"6'4""",165,Raleigh,North Carolina,Georgia Tech,Atlanta,Georgia,"Raleigh, NC",North Carolina,7/5/1987,N/A,North Carolina-Georgia-North Carolina,"Raleigh, North Carolina","Atlanta, Georgia","Raleigh, North Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_34563.png",,
Joel Moscatel Nachsh,N/A,N/A,Madrid,Spain,None,None,None,"Madrid, Spain",Spain,9/23/1998,N/A,Spain-None-Spain,"Madrid, Spain",N/A,"Madrid, Spain","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_59826.png",,
Tom Vaillant,N/A,N/A,Paris,France,None,None,None,"Paris, France",France,3/24/2000,N/A,France-None-France,"Paris, France",N/A,"Paris, France","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_59827.png",,
Kevin Chappell,"6'0""",180,Fresno,California,UCLA,Los Angeles,California,"Fresno, CA",California,7/8/1986,N/A,California-California-California,"Fresno, California","Los Angeles, California","Fresno, California","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_32366.png",,
Davis Chatfield,N/A,N/A,Atlanta,Georgia,University of Notre Dame,Notre Dame,Indiana,"Atlanta, GA",Georgia,6/23/1999,N/A,Georgia-Indiana-Georgia,"Atlanta, Georgia","Notre Dame, Indiana","Atlanta, Georgia","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_59006.png",,
Kevin Velo,N/A,N/A,Pleasanton,California,University of San Diego,San Diego,California,"Pleasanton, CA",California,7/23/1997,N/A,California-California-California,"Pleasanton, California","San Diego, California","Pleasanton, California","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_58619.png",,
Brandon Wu,N/A,N/A,Scarsdale,New York,Stanford University,Palo Alto,California,"Scarsdale, NY",New York,2/17/1997,N/A,New York-California-New York,"Scarsdale, New York","Palo Alto, California","Scarsdale, New York","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_52374.png",,
Hayden Buckley,N/A,N/A,Tupelo,Mississippi,University of Missouri,Columbia,Missouri,"Tupelo, MS",Mississippi,3/1/1996,N/A,Mississippi-Missouri-Mississippi,"Tupelo, Mississippi","Columbia, Missouri","Tupelo, Mississippi","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_55708.png",,
Dylan Frittelli,N/A,N/A,Johannesburg,South Africa,University of Texas,Austin,Texas,"Johannesburg, South Africa",South Africa,6/5/1990,N/A,South Africa-Texas-South Africa,"Johannesburg, South Africa","Austin, Texas","Johannesburg, South Africa","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_29970.png",,
Jeremy Paul,N/A,N/A,Munich,Germany,University of Colorado,Boulder,Colorado,"Munich, Germany",Germany,8/12/1994,N/A,Germany-Colorado-Germany,"Munich, Germany","Boulder, Colorado","Munich, Germany","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_50582.png",,
Curtis Luck,N/A,N/A,Perth,Australia,None,None,None,"Perth, Australia",Australia,8/9/1995,N/A,Australia-None-Australia,"Perth, Australia",N/A,"Perth, Australia","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_37380.png",,
Zach Johnson,"5'11""",160,Cedar Rapids,Iowa,Drake University,Des Moines,Iowa,"Cedar Rapids, IA",Iowa,2/24/1976,N/A,Iowa-Iowa-Iowa,"Cedar Rapids, Iowa","Des Moines, Iowa","Cedar Rapids, Iowa","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_24024.png",,
MJ Maguire,N/A,N/A,Dallas,Texas,University of North Texas,Denton,Texas,"Dallas, TX",Texas,8/23/1998,N/A,Texas-Texas-Texas,"Dallas, Texas","Denton, Texas","Dallas, Texas","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_47472.png",,
Matthew Southgate,N/A,N/A,Southend-on-Sea,England,None,None,None,"Southend-on-Sea, England",England,10/3/1988,N/A,England-None-England,"Southend-on-Sea, England",N/A,"Southend-on-Sea, England","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_35174.png",,
Tyler Duncan,"5'10""",150,Columbus,Indiana,Purdue University,West Lafayette,Indiana,"Columbus, IN",Indiana,7/13/1989,N/A,Indiana-Indiana-Indiana,"Columbus, Indiana","West Lafayette, Indiana","Columbus, Indiana","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_45609.png",,
Trey Winstead,N/A,N/A,Baton Rouge,Louisiana,Louisiana State University,Baton Rouge,Louisiana,"Baton Rouge, LA",Louisiana,6/23/1998,N/A,Louisiana-Louisiana-Louisiana,"Baton Rouge, Louisiana","Baton Rouge, Louisiana","Baton Rouge, Louisiana","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_59211.png",,
Gavin Green,N/A,N/A,Kuala Lumpur,Malaysia,University of New Mexico,Albuquerque,New Mexico,"Kuala Lumpur, Malaysia",Malaysia,12/28/1993,N/A,Malaysia-New Mexico-Malaysia,"Kuala Lumpur, Malaysia","Albuquerque, New Mexico","Kuala Lumpur, Malaysia","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_31273.png",,
Davis Shore,N/A,N/A,Tuscaloosa,Alabama,University of Alabama,Tuscaloosa,Alabama,"Tuscaloosa, AL",Alabama,8/23/1999,N/A,Alabama-Alabama-Alabama,"Tuscaloosa, Alabama","Tuscaloosa, Alabama","Tuscaloosa, Alabama","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_58601.png",,
Chez Reavie,"5'9""",160,Mesa,Arizona,Arizona State University,Tempe,Arizona,"Scottsdale, AZ",Arizona,11/12/1981,N/A,Arizona-Arizona-Arizona,"Mesa, Arizona","Tempe, Arizona","Scottsdale, Arizona","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_26476.png",,
Aaron Baddeley,"6'0""",175,Lebanon,New Hampshire,None,None,None,"Scottsdale, AZ",Arizona,3/17/1981,N/A,New Hampshire-None-Arizona,"Lebanon, New Hampshire",N/A,"Scottsdale, Arizona","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_22371.png",,
Webb Simpson,"6'2""",185,Raleigh,North Carolina,Wake Forest University,Winston-Salem,North Carolina,"Charlotte, NC",North Carolina,8/8/1985,N/A,North Carolina-North Carolina-North Carolina,"Raleigh, North Carolina","Winston-Salem, North Carolina","Charlotte, North Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_29221.png",,
Ricardo Gouveia,N/A,N/A,Lisbon,Portugal,University of Central Florida,Orlando,Florida,"Lisbon, Portugal",Portugal,10/6/1991,N/A,Portugal-Florida-Portugal,"Lisbon, Portugal","Orlando, Florida","Lisbon, Portugal","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_46594.png",,
Peter Kuest,N/A,N/A,Fresno,California,Brigham Young University,Provo,Utah,"Fresno, CA",California,6/23/1998,N/A,California-Utah-California,"Fresno, California","Provo, Utah","Fresno, California","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_58696.png",,
Jimmy Stanger,N/A,N/A,Tampa,Florida,University of Virginia,Charlottesville,Virginia,"Tampa, FL",Florida,3/23/1995,N/A,Florida-Virginia-Florida,"Tampa, Florida","Charlottesville, Virginia","Tampa, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51600.png",,
Jens Dantorp,N/A,N/A,Malmö,Sweden,None,None,None,"Malmö, Sweden",Sweden,4/28/1989,N/A,Sweden-None-Sweden,"Malmö, Sweden",N/A,"Malmö, Sweden","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_33459.png",,
Carter Jenkins,N/A,N/A,Raleigh,North Carolina,University of North Carolina,Chapel Hill,North Carolina,"Raleigh, NC",North Carolina,8/23/1994,N/A,North Carolina-North Carolina-North Carolina,"Raleigh, North Carolina","Chapel Hill, North Carolina","Raleigh, North Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_35437.png",,
Matthew Baldwin,N/A,N/A,Southport,England,None,None,None,"Southport, England",England,2/26/1986,N/A,England-None-England,"Southport, England",N/A,"Southport, England","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_32622.png",,
Phachara Khongwatmai,N/A,N/A,Bangkok,Thailand,None,None,None,"Bangkok, Thailand",Thailand,5/3/1999,N/A,Thailand-None-Thailand,"Bangkok, Thailand",N/A,"Bangkok, Thailand","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_47239.png",,
Seungtaek Lee,N/A,N/A,Seoul,South Korea,None,None,None,"Seoul, South Korea",South Korea,8/23/1995,N/A,South Korea-None-South Korea,"Seoul, South Korea",N/A,"Seoul, South Korea","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_36529.png",,
Hur In-hoi,N/A,N/A,Seoul,South Korea,None,None,None,"Seoul, South Korea",South Korea,11/14/1987,N/A,South Korea-None-South Korea,"Seoul, South Korea",N/A,"Seoul, South Korea","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_29303.png",,
Guntaek Koh,N/A,N/A,Seoul,South Korea,None,None,None,"Seoul, South Korea",South Korea,5/23/1996,N/A,South Korea-None-South Korea,"Seoul, South Korea",N/A,"Seoul, South Korea","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51190.png",,
Lee Jung-hwan,N/A,N/A,Seoul,South Korea,None,None,None,"Seoul, South Korea",South Korea,4/2/1987,N/A,South Korea-None-South Korea,"Seoul, South Korea",N/A,"Seoul, South Korea","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_34225.png",,
Mason Andersen,N/A,N/A,Phoenix,Arizona,University of Arizona,Tucson,Arizona,"Phoenix, AZ",Arizona,8/24/1998,N/A,Arizona-Arizona-Arizona,"Phoenix, Arizona","Tucson, Arizona","Phoenix, Arizona","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_52370.png",,
Jeong Weon Ko,N/A,N/A,Seoul,South Korea,None,None,None,"Seoul, South Korea",South Korea,3/23/1999,N/A,South Korea-None-South Korea,"Seoul, South Korea",N/A,"Seoul, South Korea","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_56987.png",,
Kazuma Kobori,N/A,N/A,Christchurch,New Zealand,None,None,None,"Christchurch, New Zealand",New Zealand,9/23/2001,N/A,New Zealand-None-New Zealand,"Christchurch, New Zealand",N/A,"Christchurch, New Zealand","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_54621.png",,
Max Kieffer,N/A,N/A,Düsseldorf,Germany,None,None,None,"Düsseldorf, Germany",Germany,6/25/1990,N/A,Germany-None-Germany,"Düsseldorf, Germany",N/A,"Düsseldorf, Germany","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_30957.png",,
