PLAYER,LOCATION,Latitude,Longitude,DISTANCE (miles),COMBINE,Local Ties,TOURNAMENT LOCATION,Latitude Tournament,Longitude Tournament,TYPE
Ben Campbell,,,,,Ben CampbellNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Michael Gligic,,,,,Michael GligicNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Drew Weaver,,,,,Drew WeaverNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
James Hahn,,,,,James HahnNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Lee Soo-min,,,,,Lee Soo-minNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Ross Munro,,,,,Ross MunroNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Hunter Stewart,,,,,Hunter StewartNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chase Parker,,,,,Chase ParkerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Matt Hill,,,,,Matt HillNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Hugo Leon,,,,,Hugo LeonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Grayson Murray,,,,,Grayson MurrayNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Mike Weir,,,,,Mike WeirNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Crisologo,,,,,Chris CrisologoNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Evan White,,,,,Evan WhiteNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jesper Sandborg,,,,,Jesper SandborgNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Ben Lorenz,,,,,Ben LorenzNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Charlie Danielson,,,,,Charlie DanielsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
David Pastore,,,,,David PastoreNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Lee Detmer,,,,,Lee DetmerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Michael Sweeney,,,,,Michael SweeneyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Corey Pereira,,,,,Corey PereiraNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
John Augenstein,,,,,John AugensteinNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Taylor Funk,,,,,Taylor FunkNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Mark Baldwin,,,,,Mark BaldwinNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Evan Holmes,,,,,Evan HolmesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Korte,,,,,Chris KorteNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Sebastian Szirmak,,,,,Sebastian SzirmakNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Ryan Yip,,,,,Ryan YipNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Dominic Bozzelli,,,,,Dominic BozzelliNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Taylor Pendrith,,,,,Taylor PendrithNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Dylan Meyer,,,,,Dylan MeyerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Mike Ballo Jr.,,,,,Mike Ballo Jr.Not Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Brady Schnell,,,,,Brady SchnellNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Ryan Hall,,,,,Ryan HallNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Tyler McCumber,,,,,Tyler McCumberNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Naegel,,,,,Chris NaegelNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Brent Grant,,,,,Brent GrantNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Brian Stuard,,,,,Brian StuardNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Michael Sims,,,,,Michael SimsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Aaron Beverly,,,,,Aaron BeverlyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Matt Marshall,,,,,Matt MarshallNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Brett Drewitt,,,,,Brett DrewittNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Johnny Ruiz,,,,,Johnny RuizNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Anders Albertson,,,,,Anders AlbertsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Danielle Kang,,,,,Danielle KangNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Evan Bowser,,,,,Evan BowserNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Zac Oakley,,,,,Zac OakleyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Tim Wilkinson,,,,,Tim WilkinsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Charlie Reiter,,,,,Charlie ReiterNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Andrew Kozan,,,,,Andrew KozanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Matt Parziale,,,,,Matt ParzialeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Mark Anguiano,,,,,Mark AnguianoNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Taylor Montgomery,,,,,Taylor MontgomeryNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
,,,,,Not Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Evan Brown,,,,,Evan BrownNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Ben Silverman,,,,,Ben SilvermanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Michael Feagles,,,,,Michael FeaglesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jack Munro,,,,,Jack MunroNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Josh Whalen,,,,,Josh WhalenNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Hugo Bernard,,,,,Hugo BernardNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Etienne Brault,,,,,Etienne BraultNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Robbie Greenwell,,,,,Robbie GreenwellNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Luke Schniederjans,,,,,Luke SchniederjansNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Pep Angles,,,,,Pep AnglesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Braden Bailey,,,,,Braden BaileyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Crawford,,,,,Chris CrawfordNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jonathan Keppler,,,,,Jonathan KepplerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
P.J. Maybank,,,,,P.J. MaybankNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Martin Piller,,,,,Martin PillerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
James Piot,,,,,James PiotNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Scott Stevens,,,,,Scott StevensNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
John Pak,,,,,John PakNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Ryan Davis,,,,,Ryan DavisNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Ryan Elmore,,,,,Ryan ElmoreNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Taylor Funk,,,,,Taylor FunkNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Albin Choi,,,,,Albin ChoiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Trevor Simsby,,,,,Trevor SimsbyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Derek Barron,,,,,Derek BarronNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Brendan Leonard,,,,,Brendan LeonardNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Mark Hubbard,,,,,Mark HubbardNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Will Thomson,,,,,Will ThomsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Brad Miller,,,,,Brad MillerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jake Scott,,,,,Jake ScottNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Wes Homan,,,,,Wes HomanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jimmy Jones,,,,,Jimmy JonesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Dawson Armstrong,,,,,Dawson ArmstrongNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Andrew McCain,,,,,Andrew McCainNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Francoeur,,,,,Chris FrancoeurNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Evan Stinson,,,,,Evan StinsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Garrett May,,,,,Garrett MayNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Evan Thornton,,,,,Evan ThorntonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Andrew McAuley,,,,,Andrew McAuleyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Kyle Hogan,,,,,Kyle HoganNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Matt Oshrine,,,,,Matt OshrineNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jon Mayer,,,,,Jon MayerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Brad Hopfinger,,,,,Brad HopfingerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
David Snyder,,,,,David SnyderNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jaime Gomez,,,,,Jaime GomezNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Max Sear,,,,,Max SearNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Wilson,,,,,Chris WilsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Danny Walker,,,,,Danny WalkerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Zack Fischer,,,,,Zack FischerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Trevor Ranton,,,,,Trevor RantonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Tim Ritter,,,,,Tim RitterNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Derek Gillespie,,,,,Derek GillespieNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Adam Cornelson,,,,,Adam CornelsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Andrew Harrison,,,,,Andrew HarrisonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
John Sand,,,,,John SandNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Will Barnett,,,,,Will BarnettNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Garrett Rank,,,,,Garrett RankNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
John Duthie,,,,,John DuthieNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Tyler Ota,,,,,Tyler OtaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Evan DeGrazia,,,,,Evan DeGraziaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Derek Meinhart,,,,,Derek MeinhartNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Michael Blair,,,,,Michael BlairNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
,,,,,Not Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Hemmerich,,,,,Chris HemmerichNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jesse Smith,,,,,Jesse SmithNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Mike Van Sickle,,,,,Mike Van SickleNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Andrew Jensen,,,,,Andrew JensenNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Matt Williams,,,,,Matt WilliamsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jimmy Beck,,,,,Jimmy BeckNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Russell Budd,,,,,Russell BuddNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jake Goodman,,,,,Jake GoodmanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Blair Bursey,,,,,Blair BurseyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Clark Rustand,,,,,Clark RustandNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Kelvin Day,,,,,Kelvin DayNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jake Knapp,,,,,Jake KnappNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jon Mills,,,,,Jon MillsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Brian Dwyer,,,,,Brian DwyerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Tyler Wateska,,,,,Tyler WateskaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Ross,,,,,Chris RossNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Marc-Etienne Bussieres,,,,,Marc-Etienne BussieresNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Hayden Shieh,,,,,Hayden ShiehNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Michael Karoly,,,,,Michael KarolyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Wilson,,,,,Chris WilsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Andrew McCain,,,,,Andrew McCainNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Evan Holmes,,,,,Evan HolmesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
David Holzinger,,,,,David HolzingerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jake Kevorkian,,,,,Jake KevorkianNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
David Timberlake,,,,,David TimberlakeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
David French,,,,,David FrenchNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Luke Moser,,,,,Luke MoserNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Russell Whatford,,,,,Russell WhatfordNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Crisologo,,,,,Chris CrisologoNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Wilson,,,,,Chris WilsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Evan DeGrazia,,,,,Evan DeGraziaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jimmy Jones,,,,,Jimmy JonesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jon Mills,,,,,Jon MillsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Kelvin Day,,,,,Kelvin DayNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Marc-Etienne Bussieres,,,,,Marc-Etienne BussieresNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Michael Karoly,,,,,Michael KarolyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Russell Budd,,,,,Russell BuddNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
David Timberlake,,,,,David TimberlakeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jake Goodman,,,,,Jake GoodmanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jimmy Beck,,,,,Jimmy BeckNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Blair Bursey,,,,,Blair BurseyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Clark Rustand,,,,,Clark RustandNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Brian Dwyer,,,,,Brian DwyerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Tyler Wateska,,,,,Tyler WateskaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Ross,,,,,Chris RossNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Hayden Shieh,,,,,Hayden ShiehNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
David Holzinger,,,,,David HolzingerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jake Kevorkian,,,,,Jake KevorkianNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
David French,,,,,David FrenchNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Luke Moser,,,,,Luke MoserNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Russell Whatford,,,,,Russell WhatfordNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Wilson,,,,,Chris WilsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Evan DeGrazia,,,,,Evan DeGraziaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jimmy Jones,,,,,Jimmy JonesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Andrew McCain,,,,,Andrew McCainNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Francoeur,,,,,Chris FrancoeurNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Evan Stinson,,,,,Evan StinsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Evan Thornton,,,,,Evan ThorntonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Andrew McAuley,,,,,Andrew McAuleyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Derek Barron,,,,,Derek BarronNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Brendan Leonard,,,,,Brendan LeonardNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Will Thomson,,,,,Will ThomsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Jake Scott,,,,,Jake ScottNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Brad Miller,,,,,Brad MillerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Wes Homan,,,,,Wes HomanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Dawson Armstrong,,,,,Dawson ArmstrongNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Garrett May,,,,,Garrett MayNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Danny Walker,,,,,Danny WalkerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Zack Fischer,,,,,Zack FischerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Kyle Hogan,,,,,Kyle HoganNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Matt Oshrine,,,,,Matt OshrineNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Brad Hopfinger,,,,,Brad HopfingerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
,,,,,Not Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Mike Van Sickle,,,,,Mike Van SickleNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Matt Williams,,,,,Matt WilliamsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Hayden Shieh,,,,,Hayden ShiehNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Crawford,,,,,Chris CrawfordNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Braden Bailey,,,,,Braden BaileyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Pep Angles,,,,,Pep AnglesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Luke Schniederjans,,,,,Luke SchniederjansNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Albin Choi,,,,,Albin ChoiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Trevor Simsby,,,,,Trevor SimsbyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Martin Piller,,,,,Martin PillerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
James Piot,,,,,James PiotNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
P.J. Maybank,,,,,P.J. MaybankNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
John Pak,,,,,John PakNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Scott Stevens,,,,,Scott StevensNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Tyler McCumber,,,,,Tyler McCumberNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Chris Naegel,,,,,Chris NaegelNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Brent Grant,,,,,Brent GrantNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Brian Stuard,,,,,Brian StuardNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Michael Sims,,,,,Michael SimsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Aaron Beverly,,,,,Aaron BeverlyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Matt Marshall,,,,,Matt MarshallNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Johnny Ruiz,,,,,Johnny RuizNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Anders Albertson,,,,,Anders AlbertsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Danielle Kang,,,,,Danielle KangNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Evan Bowser,,,,,Evan BowserNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Zac Oakley,,,,,Zac OakleyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Tim Wilkinson,,,,,Tim WilkinsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Charlie Reiter,,,,,Charlie ReiterNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Andrew Kozan,,,,,Andrew KozanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Matt Parziale,,,,,Matt ParzialeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
Mark Anguiano,,,,,Mark AnguianoNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,PLAYS FROM
